EVENTDATE,COUNTRY,ROUNDS,FIGHTER1,FIGHTERa,STANCE,DOB,COUNTRY,HEIGHT,WEIGHT,REACH,STRIKES_LANDED,STRIKING_ACCURACY,STRIKES_ABSORBED,STRIKING_DEFENCE,TAKEDOWNS_LANDED,TAKEDOWN_ACCURACY,TAKEDOWN_DEFENCE,SUBMISSION_AVERAGE,KNOCKDOWN_RATIO,AVERAGE_FIGHTTIME,STRIKES_STANDING,CLINCH_STRIKES,GROUND_STRIKES,HEAD_STRIKES,BODY_STRIKES,LEG_STRIKES,FIGHTER1RECENT1,FIGHTER1RECENT2,FIGHTER1RECENT3,FIGHTER1RECENT4,FIGHTER1NUMUFCFIGHTS,FIGHTER1RECENTBONUSES,FIGHTER1WINRECORD,FIGHTER1LOSSRECORD,FIGHTER1LAYOFFTIME,FIGHTER2,FIGHTERb,STANCE2,DOB2,COUNTRY2,HEIGHT2,WEIGHT2,REACH2,STRIKES_LANDED2,STRIKING_ACCURACY2,STRIKES_ABSORBED2,STRIKING_DEFENCE2,TAKEDOWNS_LANDED2,TAKEDOWN_ACCURACY2,TAKEDOWN_DEFENCE2,SUBMISSION_AVERAGE2,KNOCKDOWN_RATIO2,AVERAGE_FIGHTTIME2,STRIKES_STANDING2,CLINCH_STRIKES2,GROUND_STRIKES2,HEAD_STRIKES2,BODY_STRIKES2,LEG_STRIKES2,FIGHTER2RECENT1,FIGHTER2RECENT2,FIGHTER2RECENT3,FIGHTER2RECENT4,FIGHTER2NUMUFCFIGHTS,FIGHTER2RECENTBONUSES,FIGHTER2WINRECORD,FIGHTER2LOSSRECORD,FIGHTER2LAYOFFTIME,FIGHTER1OUTCOMEFORFIGHT,FIGHTER1WIN
14/06/2014, Canada,3,Michinori Tanaka,Michinori Tanaka,Orthodox,1990, Japan,165,135,170,1.97,0.37,1.99,0.5,2.4,0.38,0.43,0.2,0,15,0.61,0.03,0.36,0.71,0.11,0.18,NA,NA,NA,NA,5,0,9,0,0,Roland Delorme,Roland Delorme,Orthodox,1983, Canada,175,135,180,2.28,0.44,4.32,0.4,2.51,0.34,0.42,1.6,0.46,9.24,0.65,0.13,0.21,0.58,0.29,0.13,S-DECLOSS,U-DECWIN,OverturnedLOSS,SUBWIN,7,0,9,3,9,U-DECWIN,WINNER-FIGHTER1
28/06/2014, USA,3,Colton Smith,Colton Smith,Orthodox,1987, United States,182,155,180,1.64,0.41,2.3,0.51,4.09,0.36,0.25,1.4,0.45,8.15,0.56,0.31,0.13,0.39,0.2,0.41,SUBLOSS,KO/TKOLOSS,U-DECWIN,NA,4,0,7,3,7,Diego Ferreira,Diego Ferreira,Orthodox,1985, Brazil,175,155,187,5.07,0.36,3.11,0.61,1.04,0.27,0.7,1,0.46,8.05,0.7,0.1,0.2,0.69,0.21,0.1,NA,NA,NA,NA,10,0,9,0,0,SUBLOSS,WINNER-FIGHTER2
28/06/2014, New Zealand,5,James Te Huna,James Te Huna,Orthodox,1981, New Zealand,187,205,190,4.04,0.51,2.99,0.62,2.75,0.37,0.58,0.2,0.5,6,0.57,0.14,0.29,0.69,0.16,0.15,KO/TKOLOSS,SUBLOSS,U-DECWIN,U-DECWIN,8,1,16,7,6,Nate Marquardt,Nate Marquardt,Orthodox,1979, United States,182,185,187,2.71,0.49,2.32,0.55,1.87,0.51,0.7,0.8,0.75,9.34,0.62,0.17,0.21,0.59,0.2,0.22,KO/TKOLOSS,KO/TKOLOSS,U-DECLOSS,KO/TKOWIN,18,0,32,13,8,SUBLOSS,WINNER-FIGHTER2
28/06/2014, New Zealand,3,Hatsu Hioki,Hatsu Hioki,Orthodox,1983, Japan,180,145,185,2.42,0.42,2.12,0.65,2.55,0.56,0.54,0.6,0,13.36,0.71,0.09,0.21,0.6,0.33,0.07,U-DECWIN,U-DECLOSS,S-DECLOSS,U-DECLOSS,7,0,29,8,3,Charles Oliveira,Charles Oliveira,Orthodox,1989, Brazil,177,145,187,3.27,0.51,3.08,0.54,2.61,0.42,0.57,2.8,0.28,6.42,0.58,0.23,0.19,0.55,0.28,0.17,SUBWIN,U-DECLOSS,KO/TKOLOSS,SUBWIN,10,2,17,4,4,SUBLOSS,WINNER-FIGHTER2
28/06/2014, USA,3,Johnny Bedford,Johnny Bedford,Orthodox,1983, United States,177,135,180,4.53,0.5,1.75,0.63,1.83,0.62,0.62,0,1.1,6.51,0.42,0.17,0.41,0.65,0.3,0.05,CNCLOSS,SUBLOSS,KO/TKOWIN,KO/TKOWIN,6,0,21,11,2,Cody Gibson,Cody Gibson,Orthodox,1987, United States,177,135,180,2.47,0.31,2.54,0.63,1.85,0.38,0.58,0.4,0.74,10.09,0.62,0.32,0.06,0.69,0.23,0.08,U-DECLOSS,NA,NA,NA,4,0,14,5,4,KO/TKOLOSS,WINNER-FIGHTER2
28/06/2014, USA,3,Cezar Ferreira,Cezar Ferreira,Southpaw,1985, Brazil,185,185,198,1.9,0.42,2.44,0.53,2.69,0.53,0.84,0.5,0.21,10.06,0.78,0.05,0.18,0.54,0.26,0.19,KO/TKOLOSS,S-DECWIN,SUBWIN,U-DECWIN,4,0,7,3,3,Andrew Craig,Andrew Craig,Orthodox,1986, United States,185,185,193,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0,0.35,12.14,0.73,0.13,0.14,0.69,0.14,0.17,SUBLOSS,S-DECWIN,U-DECLOSS,KO/TKOWIN,5,1,9,2,8,U-DECWIN,WINNER-FIGHTER1
28/06/2014, USA,3,Ricardo Lamas,Ricardo Lamas,Orthodox,1982, United States,172,145,180,3.13,0.47,2.87,0.57,1.84,0.33,0.46,0.9,0.21,10.21,0.63,0.2,0.16,0.49,0.21,0.3,U-DECLOSS,KO/TKOWIN,U-DECWIN,SUBWIN,11,0,13,3,4,Hacran Dias,Hacran Dias,Orthodox,1984, Brazil,172,155,175,2.08,0.41,3.31,0.55,2.5,0.39,0.76,0.5,0,15,0.8,0.09,0.11,0.69,0.12,0.19,U-DECLOSS,U-DECWIN,NA,NA,2,0,21,2,13,U-DECWIN,WINNER-FIGHTER1
28/06/2014, USA,5,Cub Swanson,Cub Swanson,Orthodox,1983, United States,172,145,177,4.59,0.49,3.65,0.61,1.06,0.5,0.6,0.5,0.31,12.16,0.78,0.1,0.12,0.62,0.19,0.2,KO/TKOWIN,U-DECWIN,KO/TKOWIN,KO/TKOWIN,14,1,20,5,11,Jeremy Stephens,Jeremy Stephens,Orthodox,1986, United States,173,145,180,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,0.7,11.46,0.73,0.1,0.17,0.59,0.17,0.23,U-DECWIN,KO/TKOWIN,U-DECWIN,KO/TKOLOSS,18,0,23,8,5,U-DECWIN,WINNER-FIGHTER1
28/06/2014, New Zealand,3,Robert Whittaker,Robert Whittaker,Orthodox,1990, Australia,182,185,185,4.51,0.4,3.43,0.61,0.46,0.3,0.84,0,0.75,12.2,0.82,0.09,0.09,0.7,0.13,0.17,KO/TKOLOSS,S-DECLOSS,KO/TKOWIN,U-DECWIN,15,0,12,4,4,Mike Rhodes,Mike Rhodes,Orthodox,1989, United States,185,170,187,3.2,0.39,4.13,0.64,0.96,0.33,0.75,0.5,0,10.25,0.92,0.08,0,0.52,0.14,0.34,U-DECLOSS,NA,NA,NA,3,0,10,3,5,U-DECWIN,WINNER-FIGHTER1
28/06/2014, New Zealand,3,Jared Rosholt,Jared Rosholt,Orthodox,1986, United States,187,265,190,2.08,0.46,1.52,0.59,1.83,0.41,0.66,0.1,0,13.19,0.42,0.24,0.34,0.62,0.22,0.17,U-DECWIN,U-DECWIN,NA,NA,2,0,10,2,2,Soa Palelei,Soa Palelei,Orthodox,1977, Australia,193,265,205,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0,0,8.34,0.31,0.21,0.47,0.75,0.15,0.1,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,KO/TKOLOSS,5,0,21,3,1,U-DECWIN,WINNER-FIGHTER1
28/06/2014, USA,3,Aleksei Oleinik,Aleksei Oleinik,Orthodox,1977, Russia,187,240,203,3.5,0.5,3.52,0.44,2.43,0.48,0.33,2.4,0.4,6.14,0.62,0.29,0.09,0.68,0.24,0.08,NA,NA,NA,NA,13,0,51,9,0,Anthony Hamilton,Anthony Hamilton,Orthodox,1980, United States,195,260,193,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0,0.24,6.17,0.22,0.37,0.41,0.31,0.61,0.07,NA,NA,NA,NA,10,0,12,2,0,SUBWIN,WINNER-FIGHTER1
5/07/2014, USA,3,George Roop,George Roop,Orthodox,1981, United States,180,135,182,3.43,0.34,2.47,0.6,1.05,0.57,0.59,0.1,0.26,10.45,0.66,0.15,0.19,0.6,0.25,0.15,U-DECWIN,KO/TKOLOSS,KO/TKOWIN,U-DECWIN,16,0,15,11,3,Rob Font,Rob Font,Orthodox,1987, United States,172,135,180,5.11,0.41,3.89,0.63,1.25,0.36,0.5,0.8,0.78,9.38,0.84,0.1,0.06,0.73,0.19,0.08,NA,NA,NA,NA,10,0,10,1,0,KO/TKOLOSS,WINNER-FIGHTER2
5/07/2014, USA,3,Thiago Santos,Thiago Santos,Orthodox,1984, Brazil,187,185,193,4.44,0.47,2.19,0.57,0.83,0.4,0.68,0.1,1.25,7.36,0.5,0.19,0.3,0.55,0.21,0.23,KO/TKOWIN,SUBLOSS,NA,NA,2,0,9,2,4,Uriah Hall,Uriah Hall,Orthodox,1984,Jamaica,182,186,200,3.31,0.5,3.57,0.53,0.75,0.38,0.69,0.2,0.6,8.53,0.78,0.08,0.14,0.53,0.19,0.29,KO/TKOWIN,S-DECLOSS,S-DECLOSS,NA,3,0,9,4,7,U-DECLOSS,WINNER-FIGHTER2
5/07/2014, USA,5,Chris Weidman,Chris Weidman,Orthodox,1984, United States,187,185,198,3.03,0.43,3.15,0.52,3.93,0.47,0.65,0.9,0.31,10.32,0.63,0.11,0.26,0.75,0.15,0.1,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,U-DECWIN,7,0,11,0,7,Lyoto Machida,Lyoto Machida,Southpaw,1978, Brazil,185,185,187,2.59,0.53,1.57,0.61,1.21,0.65,0.75,0.4,0.73,11.54,0.71,0.12,0.16,0.5,0.27,0.22,U-DECWIN,KO/TKOWIN,U-DECLOSS,S-DECWIN,25,1,21,4,5,U-DECWIN,WINNER-FIGHTER1
5/07/2014, USA,3,Alexis Davis,Alexis Davis,Orthodox,1984, Canada,167,135,172,4.27,0.46,4.18,0.55,0.74,0.33,0.32,0.8,0,12.23,0.73,0.17,0.1,0.45,0.23,0.32,S-DECWIN,U-DECWIN,U-DECWIN,M-DECLOSS,6,0,16,5,5,Ronda Rousey,Ronda Rousey,Orthodox,1987, United States,170,135,167,4.17,0.52,4.14,0.44,6.26,0.68,0.5,4.8,1.21,3.06,0.33,0.42,0.25,0.7,0.2,0.09,KO/TKOWIN,SUBWIN,SUBWIN,SUBWIN,7,2,9,0,5,KO/TKOLOSS,WINNER-FIGHTER2
5/07/2014, USA,3,Urijah Faber,Urijah Faber,Orthodox,1979, United States,167,145,170,2.65,0.4,2.59,0.64,1.54,0.3,0.58,0.8,0.38,12.24,0.6,0.14,0.26,0.73,0.2,0.07,KO/TKOLOSS,SUBWIN,U-DECWIN,SUBWIN,21,0,30,7,5,Alex Caceres,Alex Caceres,Southpaw,1988,United States,177,135,185,4.15,0.5,2.91,0.65,0.55,0.76,0.59,0.8,0.22,12.18,0.85,0.08,0.06,0.65,0.23,0.12,SUBWIN,S-DECWIN,OverturnedLOSS,S-DECWIN,9,1,10,5,6,SUBWIN,WINNER-FIGHTER1
5/07/2014, USA,3,Kenny Robertson,Kenny Robertson,Orthodox,1984, United States,177,170,187,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,0.34,9.46,0.59,0.2,0.21,0.63,0.16,0.21,SUBWIN,M-DECLOSS,SUBWIN,U-DECLOSS,5,0,13,3,4,Ildemar Alcantara,Ildemar Alcantara,Orthodox,1982, Brazil,187,185,198,1.93,0.38,2.63,0.5,2,0.68,0.81,0.9,0,13.57,0.69,0.18,0.13,0.56,0.33,0.11,S-DECWIN,U-DECLOSS,U-DECWIN,SUBWIN,4,0,20,9,5,U-DECWIN,WINNER-FIGHTER1
6/07/2014, USA,3,Eddie Gordon,Eddie Gordon,Orthodox,1983,72,182,185,193,2.03,0.32,2.57,0.6,1.93,0.83,0.63,0,0.39,9.44,0.68,0.04,0.28,0.96,0.03,0.01,NA,NA,NA,NA,4,0,7,1,0,Dhiego Lima,Dhiego Lima,Orthodox,1989, Brazil,187,170,190,2.84,0.4,2.96,0.62,1.66,0.44,0.66,0.8,0.71,6.02,0.43,0.06,0.51,0.86,0.09,0.05,NA,NA,NA,NA,9,0,13,2,0,KO/TKOWIN,WINNER-FIGHTER1
6/07/2014, USA,5,Frankie Edgar,Frankie Edgar,Orthodox,1981, United States,167,135,172,3.7,0.39,2.7,0.66,2.28,0.31,0.65,0.3,0.1,16.46,0.67,0.08,0.24,0.66,0.19,0.15,U-DECWIN,U-DECLOSS,S-DECLOSS,U-DECLOSS,15,2,15,4,12,BJ Penn,BJ Penn,Orthodox,1978, United States,175,145,177,2.76,0.48,3.2,0.56,1.19,0.55,0.74,0.5,0.31,13.08,0.61,0.21,0.17,0.78,0.16,0.06,U-DECLOSS,U-DECLOSS,M-DECLOSS,KO/TKOWIN,27,0,16,9,19,KO/TKOWIN,WINNER-FIGHTER1
16/07/2014, USA,3,Alptekin Ozkilic,Alptekin Ozkilic,Orthodox,1986, Turkey,165,125,165,3.81,0.32,5.72,0.59,4.21,0.58,0.75,0,0,12.28,0.81,0.13,0.06,0.76,0.16,0.08,U-DECLOSS,S-DECWIN,NA,NA,2,0,9,3,6,John Lineker,John Lineker,Orthodox,1990, Brazil,160,136,170,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,1.04,11.33,0.81,0.09,0.11,0.56,0.36,0.09,U-DECLOSS,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,6,0,23,7,5,KO/TKOLOSS,WINNER-FIGHTER2
16/07/2014, USA,3,Joe Proctor,Joe Proctor,Orthodox,1985, United States,177,170,182,3.39,0.36,3.93,0.59,0,0,0.7,1.8,0.46,8.11,0.82,0.14,0.04,0.68,0.15,0.17,U-DECWIN,U-DECLOSS,KO/TKOWIN,NA,3,0,9,2,5,Justin Salas,Justin Salas,Southpaw,1982, United States,172,155,177,3.42,0.43,2.96,0.68,2.43,0.2,0,0,0,15,0.67,0.21,0.12,0.57,0.2,0.22,KO/TKOWIN,SUBLOSS,S-DECWIN,KO/TKOLOSS,5,0,12,5,2,KO/TKOWIN,WINNER-FIGHTER1
16/07/2014, USA,3,Aljamain Sterling,Aljamain Sterling,Orthodox,1989,United States,170,136,180,4.82,0.5,1.94,0.66,1.89,0.29,0.51,1,0,11.54,0.66,0.17,0.18,0.5,0.32,0.18,U-DECWIN,NA,NA,NA,14,0,9,0,5,Hugo Viana,Hugo Viana,Orthodox,1982, Brazil,167,135,170,3.05,0.38,3.2,0.57,0.22,0.06,0.5,0,0.89,11.13,0.87,0.07,0.06,0.64,0.28,0.08,U-DECWIN,KO/TKOLOSS,KO/TKOWIN,S-DECWIN,6,0,8,2,6,KO/TKOWIN,WINNER-FIGHTER1
16/07/2014, USA,3,Edson Barboza,Edson Barboza,Orthodox,1986, Brazil,180,155,190,4.08,0.43,4.22,0.59,0.46,0.44,0.8,0.1,0.65,10.58,0.94,0.03,0.03,0.43,0.29,0.28,SUBLOSS,M-DECWIN,KO/TKOWIN,KO/TKOWIN,9,1,13,2,3,Evan Dunham,Evan Dunham,Southpaw,1981, United States,177,155,177,5.33,0.39,3.54,0.61,1.82,0.33,0.79,1,0.13,10.58,0.83,0.12,0.05,0.85,0.11,0.04,SUBLOSS,U-DECLOSS,S-DECWIN,U-DECLOSS,12,1,14,4,8,KO/TKOWIN,WINNER-FIGHTER1
16/07/2014, USA,3,Alex White,Alex White,Southpaw,1988, United States,182,145,180,3.76,0.42,3.07,0.6,0.92,0.28,0.71,0.5,0.6,11.05,0.67,0.27,0.06,0.61,0.33,0.07,KO/TKOWIN,NA,NA,NA,10,1,10,0,3,Lucas Martins,Lucas Martins,Southpaw,1988, Brazil,182,145,182,2.87,0.35,4.14,0.6,0,0,0.76,0.5,0.73,8.48,0.9,0.07,0.03,0.69,0.14,0.17,SUBWIN,KO/TKOWIN,KO/TKOLOSS,NA,7,1,17,1,10,KO/TKOLOSS,WINNER-FIGHTER2
16/07/2014, USA,3,Rick Story,Rick Story,Southpaw,1984, United States,177,170,180,3.8,0.41,2.17,0.62,2.53,0.48,0.63,0.9,0.38,12.29,0.61,0.22,0.17,0.52,0.35,0.14,S-DECLOSS,U-DECWIN,S-DECLOSS,KO/TKOWIN,19,0,16,8,4,Leonardo Mafra,Leonardo Mafra,Orthodox,1989, Brazil,177,155,177,4.55,0.48,4.38,0.43,2.12,0.83,0.69,0.4,0,8.51,0.8,0.09,0.11,0.6,0.15,0.25,KO/TKOLOSS,NA,NA,NA,4,0,12,2,25,SUBWIN,WINNER-FIGHTER1
16/07/2014, USA,3,Leslie Smith,Leslie Smith,Orthodox,1982, United States,175,135,167,7.56,0.4,8.41,0.51,0,0,0.62,0,0.48,9.01,0.74,0.24,0.01,0.72,0.15,0.12,U-DECLOSS,NA,NA,NA,7,0,6,5,3,Jessamyn Duke,Jessamyn Duke,Orthodox,1986, United States,180,135,185,4.83,0.53,4.43,0.57,1.27,0.36,0.5,1.9,0,11.51,0.75,0.22,0.03,0.65,0.28,0.07,U-DECLOSS,U-DECWIN,NA,NA,4,0,3,3,3,KO/TKOWIN,WINNER-FIGHTER1
16/07/2014, USA,3,Gleison Tibau,Gleison Tibau,Southpaw,1983, Brazil,177,155,180,1.95,0.31,2.51,0.63,4.08,0.53,0.92,0.8,0.1,11.02,0.64,0.16,0.2,0.78,0.15,0.07,KO/TKOLOSS,S-DECWIN,SUBWIN,S-DECLOSS,21,0,30,10,7,Pat Healy,Pat Healy,Orthodox,1983, United States,182,170,182,2.57,0.36,2.57,0.5,3.08,0.37,0.55,1.1,0,12.46,0.62,0.22,0.15,0.63,0.27,0.1,U-DECLOSS,U-DECLOSS,U-DECLOSS,OverturnedLOSS,15,1,34,22,3,U-DECWIN,WINNER-FIGHTER1
16/07/2014, USA,5,Jim Miller,Jim Miller,Southpaw,1983, United States,172,150,180,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,0.13,9.54,0.68,0.17,0.15,0.59,0.21,0.2,SUBWIN,SUBWIN,OverturnedLOSS,U-DECWIN,17,2,24,4,3,Donald Cerrone,Donald Cerrone,Orthodox,1983, United States,185,170,185,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,0.86,9.44,0.83,0.09,0.08,0.51,0.24,0.25,SUBWIN,KO/TKOWIN,SUBWIN,U-DECLOSS,23,2,23,5,3,KO/TKOLOSS,WINNER-FIGHTER2
19/07/2014, Ireland,3,Paddy Holohan,Paddy Holohan,Orthodox,1988, Ireland,177,125,175,2.13,0.46,2.81,0.46,2.88,0.47,0.71,1.3,0.26,11.27,0.64,0.02,0.34,0.59,0.21,0.2,NA,NA,NA,NA,5,0,9,0,0,Josh Sampo,Josh Sampo,Orthodox,1984, United States,162,125,162,1.99,0.36,2.96,0.55,1.06,0.33,0.4,2.1,0,10.39,0.75,0.12,0.13,0.54,0.27,0.19,U-DECLOSS,SUBWIN,NA,NA,4,1,11,3,5,SUBWIN,WINNER-FIGHTER1
19/07/2014, Ireland,3,Norman Parke,Norman Parke,Southpaw,1986,71,180,155,177,3.06,0.35,2.88,0.64,1.98,0.26,0.77,0,0,14.18,0.78,0.13,0.09,0.69,0.19,0.12,M-DECLOSS,U-DECWIN,U-DECWIN,U-DECWIN,4,0,21,3,4,Naoyuki Kotani,Naoyuki Kotani,Southpaw,1981, Japan,172,155,167,1.02,0.31,2.89,0.5,0.83,0.16,0.46,0.8,0,10.46,0.73,0.07,0.2,0.55,0.07,0.38,KO/TKOLOSS,U-DECLOSS,KO/TKOLOSS,NA,3,0,34,11,82,KO/TKOWIN,WINNER-FIGHTER1
19/07/2014, Ireland,3,Zak Cummings,Zak Cummings,Southpaw,1984, United States,182,170,190,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7,0.44,10.19,0.75,0.17,0.08,0.62,0.19,0.19,U-DECWIN,SUBWIN,SUBLOSS,NA,3,0,17,3,2,Gunnar Nelson,Gunnar Nelson,Switch,1988, Iceland,180,170,182,1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9,0.11,10.02,0.61,0.09,0.3,0.75,0.15,0.09,SUBWIN,U-DECWIN,SUBWIN,NA,3,1,12,0,4,SUBLOSS,WINNER-FIGHTER2
19/07/2014, Ireland,3,Brad Pickett,Brad Pickett,Orthodox,1978, United Kingdom,167,135,172,3.02,0.31,4.63,0.55,2.47,0.44,0.58,0.4,0.22,11.28,0.74,0.11,0.15,0.69,0.15,0.16,U-DECWIN,SUBLOSS,S-DECWIN,S-DECLOSS,11,2,24,8,4,Ian McCall,Ian McCall,Orthodox,1984, United States,165,135,162,3.59,0.39,3.25,0.67,2.08,0.3,0.88,0,0,13.39,0.64,0.2,0.16,0.46,0.3,0.24,U-DECWIN,U-DECLOSS,U-DECLOSS,M-DECLOSS,7,1,12,4,11,U-DECLOSS,WINNER-FIGHTER2
19/07/2014, Ireland,3,Neil Seery,Neil Seery,Orthodox,1979, Ireland,162,125,162,3.56,0.41,3.79,0.58,0.78,0.27,0.53,1.6,0.31,13.49,0.75,0.13,0.12,0.85,0.07,0.08,U-DECLOSS,NA,NA,NA,7,0,13,10,4,Phil Harris,Phil Harris,Orthodox,1983, United Kingdom,162,125,165,2.34,0.26,3.16,0.68,1.76,0.21,0.6,0,0,8.32,0.85,0.13,0.02,0.65,0.08,0.27,OverturnedLOSS,KO/TKOLOSS,U-DECWIN,SUBLOSS,5,0,22,11,4,U-DECWIN,WINNER-FIGHTER1
19/07/2014, Ireland,3,Chris Dempsey,Chris Dempsey,Orthodox,1987, United States,177,185,182,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0,0,5.41,0.65,0.24,0.12,0.78,0.16,0.06,NA,NA,NA,NA,4,0,10,2,0,Ilir Latifi,Ilir Latifi,Orthodox,1983, Sweden,177,205,185,2.01,0.4,2.84,0.56,2.02,0.32,1,0.4,0.58,8,0.67,0.13,0.2,0.69,0.14,0.16,SUBWIN,U-DECLOSS,NA,NA,13,0,9,3,4,KO/TKOLOSS,WINNER-FIGHTER2
19/07/2014, Ireland,3,Nikita Krylov,Nikita Krylov,Orthodox,1992, Ukraine,190,205,195,4.54,0.59,2.45,0.41,1.4,0.38,0.52,1.6,0.63,5.55,0.48,0.35,0.17,0.61,0.24,0.15,SUBLOSS,KO/TKOWIN,KO/TKOLOSS,NA,3,0,20,4,4,Cody Donovan,Cody Donovan,Orthodox,1981, United States,190,205,187,5.61,0.59,5.44,0.45,1.67,0.28,0,1.7,0,15,0.58,0.36,0.06,0.63,0.34,0.03,KO/TKOLOSS,KO/TKOLOSS,KO/TKOWIN,NA,3,1,8,4,8,KO/TKOWIN,WINNER-FIGHTER1
19/07/2014, Ireland,5,Diego Brandao,Diego Brandao,Orthodox,1987, Brazil,170,145,162,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,0.57,7.56,0.7,0.11,0.19,0.68,0.21,0.11,KO/TKOLOSS,U-DECWIN,SUBWIN,U-DECWIN,6,0,20,9,7,Conor McGregor,Conor McGregor,Southpaw,1988, Ireland,175,145,187,5.43,0.49,4.4,0.55,0.75,0.62,0.7,0,1.95,8.2,0.77,0.11,0.13,0.71,0.17,0.13,U-DECWIN,KO/TKOWIN,NA,NA,2,0,14,2,11,KO/TKOLOSS,WINNER-FIGHTER2
26/07/2014, USA,3,Steven Siler,Steven Siler,Orthodox,1987, United States,180,145,177,3.21,0.41,2.96,0.54,0.47,0.21,0.55,1.6,0.16,10.33,0.59,0.32,0.09,0.64,0.26,0.11,KO/TKOLOSS,U-DECLOSS,KO/TKOWIN,U-DECWIN,9,0,29,15,4,Noad Lahat,Noad Lahat,Orthodox,1984, Israel,175,145,175,2.79,0.46,1.47,0.63,2.37,0.26,0.16,2.4,0,9.31,0.48,0.28,0.24,0.69,0.14,0.17,KO/TKOLOSS,NA,NA,NA,4,0,9,1,4,U-DECLOSS,WINNER-FIGHTER2
26/07/2014, USA,3,Joanna Jedrzejczyk,Joanna Jedrzejczyk,Orthodox,1987, Poland,167,115,165,6.3,0.48,3.08,0.64,0.28,0.62,0.81,0.1,0.07,18.29,0.81,0.18,0.01,0.48,0.25,0.27,NA,NA,NA,NA,14,0,6,0,0,Juliana Lima,Juliana Lima,Orthodox,1982, Brazil,165,114,165,1.94,0.44,2.11,0.55,1.72,0.31,0.7,0,0,13.42,0.44,0.35,0.21,0.45,0.26,0.28,NA,NA,NA,NA,7,0,6,1,0,U-DECWIN,WINNER-FIGHTER1
26/07/2014, USA,5,Matt Brown,Matt Brown,Orthodox,1981, United States,182,170,190,3.81,0.54,2.68,0.55,1.6,0.47,0.63,1.5,0.62,9.08,0.56,0.27,0.17,0.62,0.29,0.09,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,17,2,21,11,2,Robbie Lawler,Robbie Lawler,Southpaw,1982, United States,180,170,187,3.5,0.45,4.16,0.6,0.68,0.64,0.64,0,0.48,13.26,0.67,0.22,0.1,0.77,0.2,0.04,KO/TKOWIN,U-DECLOSS,S-DECWIN,KO/TKOWIN,24,1,23,10,2,U-DECLOSS,WINNER-FIGHTER2
26/07/2014, USA,3,Dennis Bermudez,Dennis Bermudez,Orthodox,1986, United States,167,155,167,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,0.38,11.35,0.53,0.18,0.29,0.67,0.15,0.18,KO/TKOWIN,U-DECWIN,S-DECWIN,S-DECWIN,7,2,13,3,4,Clay Guida,Clay Guida,Orthodox,1981, United States,170,145,177,2.41,0.33,2.52,0.64,3.37,0.38,0.68,0.7,0.28,11.34,0.57,0.15,0.28,0.63,0.15,0.23,U-DECWIN,KO/TKOLOSS,S-DECWIN,S-DECLOSS,22,1,31,11,3,SUBWIN,WINNER-FIGHTER1
26/07/2014, USA,3,Patrick Cummins,Patrick Cummins,Orthodox,1980, United States,187,205,193,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,0,9.26,0.43,0.17,0.4,0.82,0.11,0.08,KO/TKOWIN,KO/TKOLOSS,KO/TKOWIN,NA,3,0,5,1,1,Kyle Kingsbury,Kyle Kingsbury,Orthodox,1982, United States,193,205,200,2.97,0.4,3.81,0.51,2.64,0.41,0.52,0,0.15,11.22,0.68,0.27,0.05,0.45,0.22,0.33,KO/TKOLOSS,SUBLOSS,U-DECLOSS,U-DECWIN,8,0,11,5,22,U-DECWIN,WINNER-FIGHTER1
26/07/2014, USA,3,Daron Cruickshank,Daron Cruickshank,Switch,1985, United States,172,155,182,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,0.57,10.11,0.72,0.16,0.11,0.57,0.28,0.16,KO/TKOWIN,KO/TKOWIN,SUBLOSS,S-DECWIN,7,0,17,5,2,Jorge Masvidal,Jorge Masvidal,Orthodox,1984, United States,180,156,187,4.2,0.47,3,0.65,1.57,0.59,0.77,0.4,0.43,12.58,0.7,0.17,0.13,0.62,0.24,0.14,U-DECWIN,U-DECLOSS,SUBWIN,U-DECWIN,10,1,26,8,3,U-DECLOSS,WINNER-FIGHTER2
