EVENTDATE,COUNTRY,ROUNDS,FIGHTER1,FIGHTERa,STANCE,DOB,COUNTRY,HEIGHT,WEIGHT,REACH,STRIKES_LANDED,STRIKING_ACCURACY,STRIKES_ABSORBED,STRIKING_DEFENCE,TAKEDOWNS_LANDED,TAKEDOWN_ACCURACY,TAKEDOWN_DEFENCE,SUBMISSION_AVERAGE,KNOCKDOWN_RATIO,AVERAGE_FIGHTTIME,STRIKES_STANDING,CLINCH_STRIKES,GROUND_STRIKES,HEAD_STRIKES,BODY_STRIKES,LEG_STRIKES,FIGHTER1RECENT1,FIGHTER1RECENT2,FIGHTER1RECENT3,FIGHTER1RECENT4,FIGHTER1NUMUFCFIGHTS,FIGHTER1RECENTBONUSES,FIGHTER1WINRECORD,FIGHTER1LOSSRECORD,FIGHTER1LAYOFFTIME,FIGHTER2,FIGHTERb,STANCE2,DOB2,COUNTRY2,HEIGHT2,WEIGHT2,REACH2,STRIKES_LANDED2,STRIKING_ACCURACY2,STRIKES_ABSORBED2,STRIKING_DEFENCE2,TAKEDOWNS_LANDED2,TAKEDOWN_ACCURACY2,TAKEDOWN_DEFENCE2,SUBMISSION_AVERAGE2,KNOCKDOWN_RATIO2,AVERAGE_FIGHTTIME2,STRIKES_STANDING2,CLINCH_STRIKES2,GROUND_STRIKES2,HEAD_STRIKES2,BODY_STRIKES2,LEG_STRIKES2,FIGHTER2RECENT1,FIGHTER2RECENT2,FIGHTER2RECENT3,FIGHTER2RECENT4,FIGHTER2NUMUFCFIGHTS,FIGHTER2RECENTBONUSES,FIGHTER2WINRECORD,FIGHTER2LOSSRECORD,FIGHTER2LAYOFFTIME,FIGHTER1OUTCOMEFORFIGHT,FIGHTER1WIN
7/07/2018, USA,3,Raphael Assuncao,Raphael Assuncao,Orthodox,1982, Brazil,166,135,167,3.26,0.4,2.33,0.68,1.48,0.38,0.8,0.3,0.17,12.33,0.8,0.11,0.09,0.53,0.17,0.3,KO/TKOWIN,S-DECWIN,S-DECWIN,U-DECLOSS,17,1,26,5,8,Rob Font,Rob Font,Orthodox,1987, United States,172,135,180,5.11,0.41,3.89,0.63,1.25,0.36,0.5,0.8,0.78,9.38,0.84,0.1,0.06,0.73,0.19,0.08,KO/TKOWIN,SUBLOSS,SUBWIN,KO/TKOWIN,7,1,15,3,6,U-DECWIN,WINNER-FIGHTER1
7/07/2018, USA,3,Jamie Moyle,Jamie Moyle,Orthodox,1989, United States,154,115,165,4.51,0.51,4,0.65,1,0.21,0.5,0,0,15,0.77,0.16,0.06,0.48,0.31,0.21,U-DECLOSS,U-DECWIN,NA,NA,3,0,4,2,13,Emily Whitmire,Emily Whitmire,Orthodox,1991, United States,165,115,160,2.71,0.3,3.08,0.54,1.1,0.5,0.7,0.6,0,6.04,0.75,0.06,0.18,0.65,0.14,0.22,SUBLOSS,NA,NA,NA,5,0,2,2,7,U-DECLOSS,WINNER-FIGHTER2
14/07/2018, USA,5,Junior Dos Santos,Junior Dos Santos,Orthodox,1984, Brazil,193,236,195,4.59,0.48,3.19,0.57,0.31,0.55,0.81,0.1,0.91,10.59,0.84,0.09,0.07,0.62,0.34,0.04,KO/TKOLOSS,U-DECWIN,KO/TKOLOSS,U-DECWIN,22,0,18,5,14,Blagoy Ivanov,Blagoy Ivanov,Southpaw,1986, Bulgaria,180,250,185,3.32,0.4,4.15,0.54,1.06,0.54,0.75,0.2,0.18,17,0.87,0.1,0.03,0.76,0.22,0.02,NA,NA,NA,NA,5,0,16,1,0,U-DECWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Randy Brown,Randy Brown,Orthodox,1990, Jamaica,190,170,198,3.67,0.47,2.8,0.53,1,0.46,0.71,0.6,0.32,10.31,0.56,0.27,0.18,0.65,0.21,0.13,U-DECWIN,U-DECLOSS,KO/TKOWIN,SUBWIN,6,0,10,2,8,Niko Price,Niko Price,Orthodox,1989, United States,182,170,193,5.33,0.41,5.83,0.49,0.89,0.22,0.72,0.9,0.97,5.48,0.68,0.13,0.19,0.64,0.15,0.21,SUBWIN,SUBLOSS,KO/TKOWIN,OverturnedLOSS,5,1,11,0,6,KO/TKOLOSS,WINNER-FIGHTER2
14/07/2018, USA,3,Jessica Aguilar,Jessica Aguilar,Orthodox,1982, United States,160,115,160,4.93,0.5,7.19,0.53,0.94,0.25,0.5,0.2,0,12.44,0.62,0.31,0.08,0.54,0.28,0.18,U-DECLOSS,U-DECLOSS,NA,NA,5,0,19,6,14,Jodie Esquibel,Jodie Esquibel,Orthodox,1986, United States,154,115,162,4.1,0.31,7.37,0.52,0.75,0.21,0.83,0,0,15,0.89,0.08,0.03,0.62,0.3,0.08,U-DECLOSS,NA,NA,NA,4,0,6,3,9,U-DECWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Liz Carmouche,Liz Carmouche,Orthodox,1984, United States,167,134,167,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,0,14.23,0.56,0.15,0.29,0.52,0.18,0.3,S-DECLOSS,S-DECWIN,U-DECWIN,U-DECLOSS,14,0,11,6,7,Jennifer Maia,Jennifer Maia,Orthodox,1988, Brazil,162,125,162,4.08,0.39,3.92,0.53,0.23,0.5,0.7,0.2,0,15,0.78,0.21,0.02,0.73,0.19,0.08,NA,NA,NA,NA,5,0,15,4,0,U-DECWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Sage Northcutt,Sage Northcutt,Orthodox,1996, United States,182,155,180,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,0.4,9.2,0.61,0.19,0.2,0.65,0.19,0.16,U-DECWIN,U-DECWIN,SUBLOSS,U-DECWIN,7,0,10,2,5,Zak Ottow,Zak Ottow,Orthodox,1986, United States,180,170,182,2.63,0.36,2.73,0.58,0.97,0.29,0.57,0.4,0.39,9.4,0.86,0.03,0.11,0.58,0.2,0.22,KO/TKOWIN,KO/TKOLOSS,S-DECWIN,S-DECLOSS,5,0,16,5,4,KO/TKOWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Mark De La Rosa,Mark De La Rosa,Orthodox,1994, United States,167,135,165,3.13,0.35,5,0.48,0.54,0.13,0.4,0.2,0,11.24,0.84,0.09,0.07,0.65,0.18,0.17,SUBLOSS,NA,NA,NA,7,0,9,1,7,Elias Garcia,Elias Garcia,Southpaw,1992, United States,166,125,170,1.59,0.27,5.05,0.5,0.68,0.14,0.33,1.4,0.68,11,0.91,0.09,0,0.54,0.11,0.34,NA,NA,NA,NA,2,0,6,0,0,SUBWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Cat Zingano,Cat Zingano,Southpaw,1982, United States,167,135,172,2.57,0.61,1.63,0.47,2.77,0.65,0.42,0.8,0,10.04,0.36,0.24,0.39,0.59,0.25,0.15,S-DECLOSS,U-DECLOSS,SUBLOSS,KO/TKOWIN,5,0,9,3,4,Marion Reneau,Marion Reneau,Orthodox,1977, United States,167,135,172,3.42,0.41,3.37,0.6,0.52,0.71,0.51,0.9,0,12.51,0.67,0.16,0.18,0.71,0.18,0.11,SUBWIN,KO/TKOWIN,M-DECLOSS,KO/TKOWIN,8,0,9,3,5,U-DECWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Alejandro Perez,Alejandro Perez,Orthodox,1989, Mexico,167,135,170,3.52,0.35,2.94,0.64,0.52,0.2,0.73,0.1,0,10.25,0.78,0.06,0.16,0.62,0.1,0.27,KO/TKOWIN,U-DECWIN,S-DECWIN,M-DECLOSS,8,0,21,6,3,Eddie Wineland,Eddie Wineland,Orthodox,1984, United States,171,135,175,3.39,0.29,3.54,0.69,0.28,0.28,0.86,0.1,0.9,10.17,0.87,0.05,0.08,0.75,0.18,0.07,U-DECLOSS,KO/TKOWIN,KO/TKOWIN,U-DECLOSS,18,1,23,12,15,U-DECWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Raoni Barcelos,Raoni Barcelos,Orthodox,1987, Brazil,171,135,170,4.79,0.5,4.46,0.64,2.31,0.58,0.83,0.7,0.66,11.23,0.57,0.06,0.36,0.81,0.07,0.11,NA,NA,NA,NA,4,0,11,1,0,Kurt Holobaugh,Kurt Holobaugh,Orthodox,1986, United States,180,145,177,4.51,0.42,4.28,0.46,0.97,0.36,0.45,0.7,0.52,9.33,0.74,0.14,0.12,0.7,0.16,0.13,U-DECLOSS,U-DECLOSS,NA,NA,5,0,17,4,63,KO/TKOWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Chad Mendes,Chad Mendes,Orthodox,1985, United States,167,145,167,2.78,0.49,2.35,0.67,4.13,0.55,1,0.3,0.73,9.05,0.63,0.07,0.3,0.69,0.09,0.22,KO/TKOLOSS,KO/TKOLOSS,KO/TKOWIN,U-DECLOSS,16,0,17,4,31,Myles Jury,Myles Jury,Orthodox,1988, United States,177,145,185,2.94,0.42,2.16,0.66,2.16,0.55,0.5,0.3,0.41,9.15,0.65,0.04,0.31,0.69,0.11,0.2,U-DECWIN,KO/TKOWIN,SUBLOSS,U-DECLOSS,10,0,17,2,7,KO/TKOWIN,WINNER-FIGHTER1
14/07/2018, USA,3,Alexander Volkanovski,Alexander Volkanovski,Orthodox,1988, Australia,167,145,180,6.02,0.55,3.31,0.6,2.09,0.34,0.72,0.3,0.54,13.55,0.65,0.13,0.22,0.59,0.12,0.29,KO/TKOWIN,U-DECWIN,U-DECWIN,KO/TKOWIN,4,0,17,1,5,Darren Elkins,Darren Elkins,Orthodox,1984, United States,177,146,180,3.54,0.37,3.09,0.52,2.43,0.33,0.58,1.2,0.13,11.46,0.51,0.21,0.27,0.75,0.21,0.04,SUBWIN,S-DECWIN,KO/TKOWIN,U-DECWIN,18,2,25,5,6,U-DECWIN,WINNER-FIGHTER1
22/07/2018, Germany,3,Stefan Struve,Stefan Struve,Orthodox,1988, Netherlands,213,265,213,3.13,0.47,4,0.46,0.58,0.5,0.55,1.7,0.26,7.51,0.83,0.05,0.12,0.55,0.21,0.24,U-DECLOSS,KO/TKOLOSS,SUBWIN,KO/TKOWIN,20,1,32,10,4,Marcin Tybura,Marcin Tybura,Orthodox,1985, Poland,190,249,198,3.32,0.5,2.83,0.53,1.69,0.48,0.82,0.1,0.15,14.38,0.58,0.13,0.29,0.67,0.16,0.17,KO/TKOLOSS,U-DECLOSS,U-DECWIN,KO/TKOWIN,6,1,16,4,5,U-DECLOSS,WINNER-FIGHTER2
22/07/2018, Germany,5,Anthony Smith,Anthony Smith,Orthodox,1988, United States,193,185,193,2.97,0.46,4.43,0.42,0.41,0.25,0.51,0.7,0.49,11.47,0.83,0.12,0.05,0.68,0.19,0.13,KO/TKOWIN,KO/TKOLOSS,KO/TKOWIN,KO/TKOWIN,12,2,30,13,1,Mauricio Rua,Mauricio Rua,Orthodox,1981, Brazil,185,205,193,3.63,0.5,2.7,0.54,2.17,0.48,0.47,0.8,1.01,10.54,0.66,0.17,0.17,0.62,0.15,0.22,KO/TKOWIN,S-DECWIN,U-DECWIN,KO/TKOLOSS,35,0,25,9,16,KO/TKOWIN,WINNER-FIGHTER1
22/07/2018, Germany,3,Damian Stasiak,Damian Stasiak,Orthodox,1990, Poland,172,135,177,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,0,12.19,0.85,0.06,0.09,0.64,0.2,0.15,KO/TKOLOSS,U-DECLOSS,SUBWIN,SUBWIN,6,1,10,5,9,Liu Pingyuan,Liu Pingyuan,Orthodox,1993, China,167,135,182,2.36,0.33,2.99,0.54,0.25,0.2,0.56,1,0.5,15,0.75,0.1,0.15,0.71,0.2,0.09,NA,NA,NA,NA,4,0,11,5,0,U-DECLOSS,WINNER-FIGHTER2
22/07/2018, Germany,3,Corey Anderson,Corey Anderson,Orthodox,1989, United States,190,205,200,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0,0.09,10.51,0.59,0.16,0.25,0.78,0.15,0.08,U-DECWIN,KO/TKOLOSS,KO/TKOLOSS,KO/TKOWIN,11,0,11,4,3,Glover Teixeira,Glover Teixeira,Orthodox,1979, Brazil,187,205,193,3.74,0.47,3.87,0.55,1.87,0.38,0.6,0.9,0.45,9.06,0.5,0.11,0.39,0.86,0.12,0.02,KO/TKOWIN,KO/TKOLOSS,U-DECWIN,KO/TKOLOSS,18,1,27,6,7,U-DECWIN,WINNER-FIGHTER1
22/07/2018, Germany,3,Jeremy Kimball,Jeremy Kimball,Switch,1991, United States,182,205,182,2.81,0.46,3.84,0.49,1.41,0.2,0.5,0,1.41,2.4,0.63,0.07,0.3,0.7,0.07,0.23,SUBLOSS,KO/TKOWIN,KO/TKOLOSS,NA,4,1,15,7,7,Darko Stosic,Darko Stosic,Orthodox,1992, Serbia,182,205,193,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0,0,11.04,0.64,0.22,0.14,0.55,0.11,0.35,NA,NA,NA,NA,4,0,12,1,0,KO/TKOLOSS,WINNER-FIGHTER2
22/07/2018, Germany,3,Marc Diakiese,Marc Diakiese,Orthodox,1993,Congo - Kinshasa,177,155,185,3.08,0.39,2.79,0.54,2.16,0.36,0.62,0,0.37,11.33,0.83,0.13,0.04,0.47,0.31,0.22,SUBLOSS,S-DECLOSS,KO/TKOWIN,U-DECWIN,9,1,12,2,7,Nasrat Haqparast,Nasrat Haqparast,Southpaw,1995, Germany,177,155,182,5.63,0.47,3.18,0.74,0.22,0.25,0.81,0,1.19,12.39,0.74,0.1,0.16,0.8,0.13,0.07,U-DECLOSS,NA,NA,NA,6,0,8,2,9,U-DECLOSS,WINNER-FIGHTER2
22/07/2018, Germany,3,Justin Ledet,Justin Ledet,Orthodox,1988, United States,193,240,203,3.33,0.39,4.67,0.49,0.24,0.5,0.42,0.2,0,9.3,0.98,0.02,0.01,0.98,0.02,0,S-DECWIN,SUBWIN,U-DECWIN,NA,6,1,9,0,10,Aleksandar Rakic,Aleksandar Rakic,Orthodox,1992, Austria,193,205,198,4.66,0.54,1.99,0.53,0.93,0.28,0.89,0.2,0.9,9.58,0.53,0.12,0.34,0.67,0.16,0.17,U-DECWIN,NA,NA,NA,6,0,9,1,10,U-DECLOSS,WINNER-FIGHTER2
22/07/2018, Germany,3,Emil Meek,Emil Meek,Switch,1988, Norway,180,170,187,2.52,0.39,2.53,0.38,0.25,0.33,0.47,1,0,15,0.57,0.08,0.35,0.64,0.25,0.11,U-DECLOSS,U-DECWIN,NA,NA,2,0,9,3,6,Bartosz Fabinski,Bartosz Fabinski,Orthodox,1986, Poland,182,190,190,2.2,0.69,1.35,0.53,7.08,0.69,0.8,0,0,11.31,0.26,0.41,0.32,0.62,0.27,0.11,U-DECWIN,U-DECWIN,NA,NA,2,0,14,2,32,U-DECLOSS,WINNER-FIGHTER2
22/07/2018, Germany,3,Khalid Taha,Khalid Taha,Orthodox,1992, Germany,170,135,175,2.64,0.5,2.29,0.45,0,0,0.63,0.5,0,15,0.66,0.22,0.13,0.75,0.09,0.16,NA,NA,NA,NA,3,0,12,1,0,Nad Narimani,Nad Narimani,Orthodox,1987, United Kingdom,172,145,177,3.33,0.42,3,0.58,1.92,0.41,0.7,0,0,13.14,0.6,0.11,0.28,0.77,0.1,0.13,NA,NA,NA,NA,4,0,10,2,0,U-DECLOSS,WINNER-FIGHTER2
22/07/2018, Germany,3,Davey Grant,Davey Grant,Orthodox,1985, United Kingdom,172,135,175,3.67,0.48,2.32,0.63,2.59,0.47,0.66,0.2,0,9.01,0.54,0.26,0.2,0.57,0.28,0.15,SUBLOSS,U-DECWIN,SUBLOSS,NA,6,0,10,3,21,Manny Bermudez,Manny Bermudez,Orthodox,1994, United States,177,145,180,2.92,0.61,2.68,0.46,3.06,0.54,0,3.1,0,15,0.45,0.05,0.5,0.82,0.18,0,SUBWIN,NA,NA,NA,5,0,12,0,5,SUBLOSS,WINNER-FIGHTER2
28/07/2018, Canada,3,Ion Cutelaba,Ion Cutelaba,Southpaw,1993, Moldova,185,205,190,5.29,0.39,3.26,0.48,2.59,0.71,0.8,0,0.27,9.08,0.56,0.32,0.11,0.7,0.23,0.07,KO/TKOWIN,U-DECLOSS,U-DECWIN,SUBLOSS,4,1,13,3,13,Gadzhimurad Antigulov,Gadzhimurad Antigulov,Orthodox,1987, Russia,180,205,177,2.89,0.56,4.95,0.24,8.4,0.42,0,2.8,0,15,0.07,0.64,0.29,0.64,0.21,0.14,SUBWIN,SUBWIN,NA,NA,2,1,20,4,14,KO/TKOWIN,WINNER-FIGHTER1
28/07/2018, Canada,3,Nina Ansaroff,Nina Ansaroff,Orthodox,1985, United States,165,115,162,4.81,0.47,3.55,0.54,0.29,0.4,0.77,0.6,0,14.47,0.85,0.1,0.06,0.57,0.16,0.27,U-DECWIN,SUBWIN,U-DECLOSS,U-DECLOSS,4,0,8,5,8,Randa Markos,Randa Markos,Orthodox,1985, Iraq,162,115,160,2.92,0.41,3.3,0.59,1.32,0.28,0.58,0.2,0,13.05,0.61,0.17,0.22,0.79,0.09,0.12,U-DECWIN,S-DECLOSS,S-DECWIN,SUBLOSS,8,0,8,5,6,U-DECWIN,WINNER-FIGHTER1
28/07/2018, Canada,3,Olivier Aubin-Mercier,Olivier Aubin-Mercier,Southpaw,1989, Canada,175,155,177,2.48,0.51,2.97,0.55,2.36,0.33,0.7,0.5,0.23,11.56,0.72,0.16,0.11,0.69,0.21,0.11,KO/TKOWIN,S-DECWIN,SUBWIN,SUBWIN,12,1,11,2,3,Alexander Hernandez,Alexander Hernandez,Orthodox,1992, United States,175,155,182,3.17,0.38,3.87,0.52,2.15,0.38,0.57,0,0.61,8.08,0.5,0.35,0.15,0.51,0.45,0.04,KO/TKOWIN,NA,NA,NA,5,1,9,1,4,U-DECLOSS,WINNER-FIGHTER2
28/07/2018, Canada,3,John Makdessi,John Makdessi,Orthodox,1985, Canada,172,155,172,5.36,0.51,3.76,0.7,0,0,0.88,0,0.49,11.25,0.93,0.05,0.03,0.53,0.24,0.23,U-DECWIN,KO/TKOLOSS,S-DECWIN,S-DECLOSS,14,0,15,6,7,Ross Pearson,Ross Pearson,Orthodox,1984, United Kingdom,172,155,175,3.68,0.4,4.09,0.62,0.74,0.35,0.75,0,0.3,11.39,0.82,0.15,0.02,0.53,0.28,0.19,U-DECWIN,KO/TKOLOSS,S-DECLOSS,U-DECLOSS,24,0,20,14,5,U-DECWIN,WINNER-FIGHTER1
28/07/2018, Canada,5,Dustin Poirier,Dustin Poirier,Southpaw,1989, United States,175,155,182,5.57,0.5,4.18,0.54,1.46,0.35,0.6,1.3,0.8,8.55,0.72,0.18,0.1,0.78,0.1,0.12,KO/TKOWIN,KO/TKOWIN,CNCLOSS,M-DECWIN,22,3,23,5,3,Eddie Alvarez,Eddie Alvarez,Orthodox,1984,United States,175,155,175,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,0.17,11.07,0.78,0.18,0.04,0.66,0.25,0.09,KO/TKOWIN,CNCLOSS,KO/TKOLOSS,KO/TKOWIN,12,1,29,5,7,KO/TKOWIN,WINNER-FIGHTER1
28/07/2018, Canada,3,Alex Morono,Alex Morono,Orthodox,1990, United States,180,170,182,4.42,0.39,3.1,0.61,0,0,0.35,0.6,0.42,10.37,0.85,0.09,0.06,0.76,0.12,0.12,SUBWIN,S-DECLOSS,OverturnedLOSS,U-DECWIN,5,0,14,4,5,Jordan Mein,Jordan Mein,Orthodox,1989, Canada,182,170,185,3.35,0.44,2.55,0.69,1.56,0.58,0.66,0.2,0.49,10.17,0.72,0.1,0.18,0.66,0.15,0.19,U-DECWIN,U-DECLOSS,U-DECLOSS,KO/TKOLOSS,11,0,30,12,7,U-DECLOSS,WINNER-FIGHTER2
28/07/2018, Canada,3,Islam Makhachev,Islam Makhachev,Orthodox,1991, Russia,177,155,177,2.1,0.56,0.76,0.72,3.4,0.68,0.93,0.8,0.4,9.23,0.49,0.13,0.39,0.75,0.21,0.04,KO/TKOWIN,U-DECWIN,U-DECWIN,KO/TKOLOSS,5,0,15,1,6,Kajan Johnson,Kajan Johnson,Orthodox,1984, Canada,180,145,190,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2,0.34,12.3,0.72,0.07,0.21,0.51,0.22,0.27,S-DECWIN,KO/TKOWIN,U-DECWIN,U-DECWIN,5,0,23,11,4,SUBWIN,WINNER-FIGHTER1
28/07/2018, Canada,3,Jose Aldo,Jose Aldo,Orthodox,1986, Brazil,170,145,177,3.48,0.44,3.55,0.62,0.6,0.61,0.9,0.1,0.44,13.14,0.84,0.04,0.13,0.7,0.15,0.15,KO/TKOLOSS,KO/TKOLOSS,U-DECWIN,KO/TKOLOSS,19,1,26,4,7,Jeremy Stephens,Jeremy Stephens,Orthodox,1986, United States,173,145,180,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,0.7,11.46,0.73,0.1,0.17,0.59,0.17,0.23,KO/TKOWIN,KO/TKOWIN,U-DECWIN,S-DECLOSS,28,3,28,13,5,KO/TKOWIN,WINNER-FIGHTER1
28/07/2018, Canada,3,Alexis Davis,Alexis Davis,Orthodox,1984, Canada,167,135,172,4.27,0.46,4.18,0.55,0.74,0.33,0.32,0.8,0,12.23,0.73,0.17,0.1,0.45,0.23,0.32,S-DECWIN,U-DECWIN,SUBLOSS,SUBWIN,11,0,19,7,7,Katlyn Chookagian,Katlyn Chookagian,Orthodox,1988, United States,175,125,172,4.19,0.35,4.2,0.62,0.31,0.15,0.5,0.5,0.1,14.36,0.85,0.05,0.09,0.61,0.22,0.17,U-DECWIN,S-DECWIN,S-DECLOSS,U-DECWIN,4,0,10,1,6,U-DECLOSS,WINNER-FIGHTER2
28/07/2018, Canada,3,Hakeem Dawodu,Hakeem Dawodu,Orthodox,1991, Canada,172,145,185,5.15,0.47,2.31,0.63,0,0,0.85,0,0,10.13,0.95,0.05,0,0.44,0.24,0.32,SUBLOSS,NA,NA,NA,6,0,7,1,4,Austin Arnett,Austin Arnett,Orthodox,1991, United States,182,145,182,4.52,0.41,6.38,0.62,0.44,0.18,0.57,0.2,0,12.56,0.72,0.14,0.14,0.73,0.26,0.01,KO/TKOLOSS,NA,NA,NA,4,0,15,4,6,U-DECWIN,WINNER-FIGHTER1
28/07/2018, Canada,3,Tecia Torres,Tecia Torres,Orthodox,1989, United States,154,115,152,4.12,0.47,3.35,0.62,0.61,0.13,0.55,0.1,0.1,14.1,0.8,0.14,0.06,0.6,0.2,0.2,U-DECLOSS,U-DECWIN,SUBWIN,U-DECWIN,8,1,10,2,5,Joanna Jedrzejczyk,Joanna Jedrzejczyk,Orthodox,1987, Poland,167,115,165,6.3,0.48,3.08,0.64,0.28,0.62,0.81,0.1,0.07,18.29,0.81,0.18,0.01,0.48,0.25,0.27,U-DECLOSS,KO/TKOLOSS,U-DECWIN,U-DECWIN,10,0,14,2,3,U-DECLOSS,WINNER-FIGHTER2
4/08/2018, USA,3,Weili Zhang,Weili Zhang,Switch,1989, China,162,115,160,6.38,0.45,4.43,0.53,1.26,0.23,1,0.5,0,11.14,0.63,0.07,0.3,0.52,0.15,0.33,NA,NA,NA,NA,5,0,16,1,0,Danielle Taylor,Danielle Taylor,Orthodox,1989, United States,152,115,152,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2,0,15,0.95,0.05,0,0.63,0.16,0.21,U-DECLOSS,U-DECWIN,S-DECWIN,S-DECLOSS,5,0,9,3,7,U-DECWIN,WINNER-FIGHTER1
4/08/2018, USA,3,Renato Moicano,Renato Moicano,Orthodox,1989, Brazil,180,145,182,5.49,0.46,3.67,0.66,1.34,0.58,0.76,0.6,0.19,9.41,0.96,0.01,0.03,0.64,0.1,0.26,U-DECWIN,SUBLOSS,S-DECWIN,S-DECWIN,5,1,12,1,4,Cub Swanson,Cub Swanson,Orthodox,1983, United States,172,145,177,4.59,0.49,3.65,0.61,1.06,0.5,0.6,0.5,0.31,12.16,0.78,0.1,0.12,0.62,0.19,0.2,U-DECLOSS,SUBLOSS,U-DECWIN,U-DECWIN,23,3,25,9,4,SUBWIN,WINNER-FIGHTER1
4/08/2018, USA,3,Alex Perez,Alex Perez,Orthodox,1992, United States,167,125,165,4.68,0.47,3.1,0.61,3.03,0.5,0.87,1.4,0.87,7.23,0.65,0.16,0.19,0.62,0.12,0.26,U-DECWIN,SUBWIN,NA,NA,7,0,20,4,6,Jose Torres,Jose Torres,Orthodox,1992, United States,162,125,165,4.37,0.36,9.84,0.5,1.28,0.33,0.75,0,0,5.51,0.73,0.18,0.1,0.71,0.24,0.06,KO/TKOWIN,NA,NA,NA,2,0,8,0,2,KO/TKOWIN,WINNER-FIGHTER1
4/08/2018, USA,5,Cody Garbrandt,Cody Garbrandt,Orthodox,1991, United States,172,135,165,3.35,0.37,3.33,0.65,0.84,0.33,1,0,1.68,8.57,0.91,0.03,0.06,0.79,0.09,0.11,KO/TKOLOSS,U-DECWIN,KO/TKOWIN,KO/TKOWIN,7,1,11,1,9,TJ Dillashaw,TJ Dillashaw,Orthodox,1986, United States,168,135,170,5.37,0.41,3.03,0.65,1.68,0.37,0.86,1,0.72,11.41,0.71,0.1,0.19,0.68,0.15,0.17,KO/TKOWIN,U-DECWIN,U-DECWIN,S-DECLOSS,14,1,16,3,9,KO/TKOLOSS,WINNER-FIGHTER2
4/08/2018, USA,3,Kevin Holland,Kevin Holland,Orthodox,1992, United States,190,185,205,4.69,0.56,2.85,0.56,0.96,0.36,0.54,0.8,0,14.42,0.67,0.07,0.26,0.62,0.24,0.14,NA,NA,NA,NA,8,0,13,3,0,Thiago Santos,Thiago Santos,Orthodox,1984, Brazil,187,185,193,4.44,0.47,2.19,0.57,0.83,0.4,0.68,0.1,1.25,7.36,0.5,0.19,0.3,0.55,0.21,0.23,KO/TKOLOSS,KO/TKOWIN,KO/TKOWIN,KO/TKOWIN,19,2,17,6,4,U-DECLOSS,WINNER-FIGHTER2
4/08/2018, USA,3,Sheymon Moraes,Sheymon Moraes,Orthodox,1990, Brazil,172,145,182,3,0.42,3.64,0.63,0,0,0.53,0,0.5,14.53,0.79,0.17,0.05,0.46,0.46,0.08,SUBLOSS,NA,NA,NA,5,0,9,2,9,Matt Sayles,Matt Sayles,Orthodox,1994, United States,170,145,172,5.44,0.42,3.13,0.61,0,0,0.81,0.4,0,15,0.87,0.13,0,0.51,0.3,0.19,NA,NA,NA,NA,3,0,7,1,0,U-DECWIN,WINNER-FIGHTER1
4/08/2018, USA,3,JJ Aldrich,JJ Aldrich,Southpaw,1992, United States,165,125,170,3.88,0.4,4.68,0.62,0.31,0.25,0.53,0,0,13.36,0.79,0.18,0.03,0.77,0.14,0.1,U-DECWIN,U-DECWIN,U-DECLOSS,NA,7,0,6,2,7,Polyana Viana,Polyana Viana,Orthodox,1992, Brazil,165,115,170,3.93,0.42,3.15,0.55,1.22,0.33,0.66,1.6,0,8.45,0.79,0.11,0.1,0.47,0.33,0.2,SUBWIN,NA,NA,NA,5,0,10,1,6,U-DECWIN,WINNER-FIGHTER1
4/08/2018, USA,3,Pedro Munhoz,Pedro Munhoz,Orthodox,1986, Brazil,167,135,165,5.53,0.43,6.03,0.58,0.76,0.21,0.8,0.9,0.66,8.46,0.86,0.07,0.07,0.55,0.2,0.25,S-DECLOSS,SUBWIN,U-DECWIN,SUBWIN,9,2,15,3,5,Brett Johns,Brett Johns,Orthodox,1992, United Kingdom,170,135,180,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1,0,12.06,0.63,0.09,0.29,0.88,0.09,0.02,U-DECLOSS,SUBWIN,U-DECWIN,U-DECWIN,4,1,15,1,4,U-DECWIN,WINNER-FIGHTER1
