EVENTDATE,COUNTRYOFEVENT,fighter1 reach advantage,fighter 1 age advantage,fighter1 height advantage,ROUNDS,FIGHTER1,FIGHTERa,STANCE,DOB,COUNTRY,HEIGHT,WEIGHT,REACH,STRIKES_LANDED,STRIKING_ACCURACY,STRIKES_ABSORBED,STRIKING_DEFENCE,TAKEDOWNS_LANDED,TAKEDOWN_ACCURACY,TAKEDOWN_DEFENCE,SUBMISSION_AVERAGE,KNOCKDOWN_RATIO,AVERAGE_FIGHTTIME,STRIKES_STANDING,CLINCH_STRIKES,GROUND_STRIKES,HEAD_STRIKES,BODY_STRIKES,LEG_STRIKES,FIGHTER1RECENT1,FIGHTER1RECENT2,FIGHTER1RECENT3,FIGHTER1RECENT4,FIGHTER1NUMUFCFIGHTS,FIGHTER1RECENTBONUSES,FIGHTER1WINRECORD,FIGHTER1LOSSRECORD,FIGHTER1LAYOFFTIME,FIGHTER2,FIGHTERb,STANCE2,DOB2,COUNTRY2,HEIGHT2,WEIGHT2,REACH2,STRIKES_LANDED2,STRIKING_ACCURACY2,STRIKES_ABSORBED2,STRIKING_DEFENCE2,TAKEDOWNS_LANDED2,TAKEDOWN_ACCURACY2,TAKEDOWN_DEFENCE2,SUBMISSION_AVERAGE2,KNOCKDOWN_RATIO2,AVERAGE_FIGHTTIME2,STRIKES_STANDING2,CLINCH_STRIKES2,GROUND_STRIKES2,HEAD_STRIKES2,BODY_STRIKES2,LEG_STRIKES2,FIGHTER2RECENT12,FIGHTER2RECENT22,FIGHTER2RECENT32,FIGHTER2RECENT42,FIGHTER2NUMUFCFIGHTS2,FIGHTER2RECENTBONUSES2,FIGHTER2WINRECORD2,FIGHTER2LOSSRECORD2,FIGHTER2LAYOFFTIME2,FIGHTER1OUTCOME,FIGHTER1WIN
28/05/2011, USA,15,10,15,3,Michael McDo0ld,Michael McDo0ld,1,1991, USA,175,135,177,2.69,0.42,2.76,0.57,1.09,0.66,0.52,1.4,1.09,8.17,0.83,0.09,0.09,0.79,0.11,0.1,3,2,0,0,2,1,12,1,2,Chris Cariaso,Chris Cariaso,2,1981, USA,160,125,162,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,0,13.08,0.66,0.23,0.11,0.57,0.29,0.14,3,7,3,2,6,0,11,2,4,4,1
30/04/2011, Ca0da,13,4,15,3,Pablo Garza,Pablo Garza,1,1983, USA,185,145,185,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,0.31,6.5,0.48,0.12,0.4,0.54,0.28,0.18,1,7,0,0,2,0,10,1,4,Yves Jabouin,Yves Jabouin,1,1979, Haiti,170,135,172,3.06,0.41,2.93,0.62,1.94,0.6,0.82,0.1,0.22,10.44,0.83,0.06,0.11,0.5,0.29,0.21,3,8,5,0,3,1,15,6,5,2,1
22/01/2011, USA,15,5,15,3,Will Campuzano,Will Campuzano,1,1986, Mexico,175,125,177,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,0,12.11,0.78,0.07,0.15,0.66,0.24,0.1,7,8,3,7,4,1,14,3,1,Chris Cariaso,Chris Cariaso,2,1981, USA,160,125,162,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,0,13.08,0.66,0.23,0.11,0.57,0.29,0.14,7,3,2,3,5,0,10,2,1,6,0
17/08/2019, USA,10,10,14,3,Cory Sandhagen,Cory Sandhagen,3,1992, USA,180,135,177,6.95,0.48,4.08,0.58,1.2,0.5,0.33,0.6,0.6,8.18,0.69,0.07,0.24,0.62,0.17,0.21,4,2,1,1,4,1,11,1,4,Raphael Assuncao,Raphael Assuncao,1,1982, Brazil,166,135,167,3.26,0.4,2.33,0.68,1.48,0.38,0.8,0.3,0.17,12.33,0.8,0.11,0.09,0.53,0.17,0.3,7,3,1,4,19,1,27,6,6,3,1
25/07/2020, United Arab Emirates,5,0,13,3,Mari0 Rodriguez,Mari0 Rodriguez,1,1987, Brazil,167,115,165,5.04,0.5,3.31,0.52,0.38,0.33,0.61,0.2,0.33,15,0.6,0.35,0.05,0.44,0.33,0.23,6,3,3,6,4,0,12,0,7,Carla Esparza,Carla Esparza,1,1987, USA,154,115,160,2.29,0.42,2.85,0.53,3.44,0.35,0.48,0.3,0,14.02,0.54,0.17,0.28,0.71,0.17,0.12,4,3,3,8,11,1,17,6,2,5,0
11/07/2020, United Arab Emirates,-5,3,13,5,Max Holloway,Max Holloway,1,1991, USA,180,146,175,6.47,0.44,4.52,0.61,0.22,0.83,0.83,0.4,0.39,14.08,0.84,0.09,0.07,0.74,0.21,0.05,6,3,6,1,22,2,21,5,7,Alexander Volkanovski,Alexander Volkanovski,1,1988, Australia,167,145,180,6.02,0.55,3.31,0.6,2.09,0.34,0.72,0.3,0.54,13.55,0.65,0.13,0.22,0.59,0.12,0.29,3,3,1,3,8,1,21,1,7,5,0
18/01/2020, USA,0,9,13,3,Maurice Greene,Maurice Greene,1,1986, USA,200,258,203,4.31,0.44,3.96,0.47,0,0,0.33,0.7,0,8.37,0.78,0.22,0,0.61,0.14,0.25,8,1,4,2,4,0,8,4,3,Aleksei Oleinik,Aleksei Oleinik,1,1977, Russia,187,240,203,3.5,0.5,3.52,0.44,2.43,0.48,0.33,2.4,0.4,6.14,0.62,0.29,0.09,0.68,0.24,0.08,8,8,2,2,10,2,57,13,6,7,0
12/10/2019, USA,10,1,13,3,Ryan Spann,Ryan Spann,1,1991, USA,195,205,200,3.27,0.44,3.43,0.46,1.76,0.41,0.6,1.8,0.38,9.47,0.7,0.13,0.17,0.82,0.17,0.01,1,3,0,0,2,0,16,5,5,Devin Clark,Devin Clark,1,1990, USA,182,185,190,3.4,0.57,2.47,0.48,2.76,0.36,0.83,0.1,0.26,11.25,0.43,0.34,0.23,0.54,0.32,0.14,3,8,3,7,7,0,10,3,4,2,1
27/07/2019, Ca0da,3,10,13,5,Max Holloway,Max Holloway,1,1991, USA,180,146,175,6.47,0.44,4.52,0.61,0.22,0.83,0.83,0.4,0.39,14.08,0.84,0.09,0.07,0.74,0.21,0.05,6,1,1,1,20,2,20,4,3,Frankie Edgar,Frankie Edgar,1,1981, USA,167,135,172,3.7,0.39,2.7,0.66,2.28,0.31,0.65,0.3,0.1,16.46,0.67,0.08,0.24,0.66,0.19,0.15,3,8,1,3,24,0,22,6,15,3,1
4/05/2019, Ca0da,12,3,13,3,Macy Chiasson,Macy Chiasson,1,1991,USA,180,135,182,4.4,0.53,2.22,0.44,0.97,0.16,0.7,0.7,0.65,9.16,0.25,0.39,0.36,0.57,0.42,0.01,1,2,0,0,2,0,5,0,2,Sarah Moras,Sarah Moras,1,1988, Ca0da,167,135,170,2.18,0.38,3.55,0.46,0.77,0.22,0.33,0.9,0,12.34,0.53,0.11,0.36,0.85,0.09,0.06,6,6,2,6,5,0,5,5,7,1,1
29/12/2018, USA,15,6,13,3,Corey Anderson,Corey Anderson,1,1989, USA,190,205,200,4.43,0.46,2.22,0.59,4.89,0.5,0.83,0,0.09,10.51,0.59,0.16,0.25,0.78,0.15,0.08,3,3,8,8,12,0,12,4,5,Ilir Latifi,Ilir Latifi,1,1983, Sweden,177,205,185,2.01,0.4,2.84,0.56,2.02,0.32,1,0.4,0.58,8,0.67,0.13,0.2,0.69,0.14,0.16,2,3,8,3,10,1,15,5,10,3,1
10/02/2018, Australia,0,4,13,3,Jeremy Kennedy,Jeremy Kennedy,1,1992, Ca0da,180,145,180,2.22,0.46,2.58,0.47,5.73,0.52,0.66,0,0,13.44,0.34,0.16,0.49,0.8,0.13,0.07,3,3,3,0,3,0,11,0,7,Alexander Volkanovski,Alexander Volkanovski,1,1988, Australia,167,145,180,6.02,0.55,3.31,0.6,2.09,0.34,0.72,0.3,0.54,13.55,0.65,0.13,0.22,0.59,0.12,0.29,3,3,1,0,3,0,16,1,3,8,0
3/02/2018, Brazil,15,8,13,3,Desmond Green,Desmond Green,2,1989, USA,180,155,185,3.7,0.46,2.51,0.69,1.62,0.5,0.75,0,0.16,13.16,0.83,0.09,0.08,0.67,0.18,0.15,6,4,0,0,2,0,20,6,5,Michel Prazeres,Michel Prazeres,1,1981, Brazil,167,170,170,2.44,0.47,2.49,0.58,4.11,0.36,0.5,0.6,0.18,12.38,0.73,0.1,0.17,0.68,0.16,0.16,2,2,3,3,9,1,23,2,5,6,0
4/11/2017, USA,8,-1,13,3,James Vick,James Vick,1,1987, USA,190,155,193,4.13,0.39,3.31,0.6,0.26,0.33,0.57,0.7,0.55,9.1,0.9,0.07,0.03,0.61,0.25,0.13,1,2,8,3,8,0,11,1,6,Joe Duffy,Joe Duffy,1,1988, Ireland,177,155,185,2.68,0.34,3.78,0.54,0.96,0.66,0.64,0.7,0.5,8.37,0.84,0.08,0.08,0.68,0.2,0.12,3,2,6,2,5,0,16,2,8,1,1
9/09/2017, Ca0da,15,8,13,3,Tyson Pedro,Tyson Pedro,1,1991, Australia,190,205,200,2.7,0.62,2.55,0.48,0.74,0.25,0.52,1.5,0.74,6.48,0.6,0.28,0.12,0.56,0.24,0.2,1,2,0,0,2,1,6,0,6,Ilir Latifi,Ilir Latifi,1,1983, Sweden,177,205,185,2.01,0.4,2.84,0.56,2.02,0.32,1,0.4,0.58,8,0.67,0.13,0.2,0.69,0.14,0.16,8,3,1,1,8,0,13,5,12,6,0
2/09/2017, Netherlands,10,0,13,5,Stefan Struve,Stefan Struve,1,1988, Netherlands,213,265,213,3.13,0.47,4,0.46,0.58,0.5,0.55,1.7,0.26,7.51,0.83,0.05,0.12,0.55,0.21,0.24,2,1,6,3,18,1,32,8,11,Alexander Volkov,Alexander Volkov,1,1988, Russia,200,250,203,4.65,0.58,2.53,0.54,0.72,0.7,0.65,0.2,0.33,15,0.82,0.1,0.08,0.64,0.21,0.15,3,4,0,0,2,0,28,6,5,8,0
8/07/2017, USA,-3,5,13,3,Travis Browne,Travis Browne,1,1982, USA,200,255,200,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,0.66,8.02,0.62,0.14,0.24,0.6,0.25,0.16,8,6,8,1,16,1,18,6,5,Aleksei Oleinik,Aleksei Oleinik,1,1977, Russia,187,240,203,3.5,0.5,3.52,0.44,2.43,0.48,0.33,2.4,0.4,6.14,0.62,0.29,0.09,0.68,0.24,0.08,2,6,1,2,4,1,54,10,6,7,0
17/06/2017, Singapore,8,-2,13,3,Walt Harris,Walt Harris,2,1983, USA,195,250,195,2.97,0.39,3.18,0.56,0.32,0.33,0.72,0.2,1.4,6.35,0.66,0.09,0.24,0.68,0.24,0.08,1,5,1,8,6,0,9,4,5,Cyril Asker,Cyril Asker,1,1985, France,182,242,187,3.35,0.39,5.82,0.35,4.41,0.62,1,0.9,0,3.24,0.35,0.07,0.58,0.89,0.11,0,1,8,0,0,2,0,8,2,5,1,1
30/12/2016, USA,12,-2,13,3,Louis Smolka,Louis Smolka,1,1991, USA,175,135,172,4.25,0.46,3.62,0.52,1.61,0.34,0.3,2,0.21,9.59,0.56,0.11,0.33,0.69,0.25,0.06,7,1,2,3,7,1,14,2,2,Ray Borg,Ray Borg,1,1993, USA,162,125,160,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1,0,14.27,0.34,0.23,0.43,0.71,0.25,0.03,6,3,2,2,5,1,9,2,10,6,0
19/03/2016, Australia,18,5,13,5,Frank Mir,Frank Mir,2,1979, USA,190,264,200,2.18,0.47,3.84,0.38,2.02,0.4,0.54,2,0.77,5.46,0.42,0.33,0.24,0.54,0.3,0.16,6,1,1,6,26,2,18,10,6,Mark Hunt,Mark Hunt,1,1974, New Zealand,177,265,182,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2,0.67,11.1,0.85,0.07,0.08,0.79,0.11,0.1,1,8,8,1,22,1,11,9,4,8,0
5/03/2016, USA,8,2,13,3,Gian Villante,Gian Villante,1,1985,USA,190,205,193,4.32,0.44,5.29,0.55,0.49,0.23,0.83,0,0.27,11,0.89,0.07,0.04,0.68,0.12,0.2,1,8,1,4,12,2,14,6,4,Ilir Latifi,Ilir Latifi,1,1983, Sweden,177,205,185,2.01,0.4,2.84,0.56,2.02,0.32,1,0.4,0.58,8,0.67,0.13,0.2,0.69,0.14,0.16,1,1,8,1,6,0,12,4,2,6,0
27/02/2016, United Kingdom,8,1,13,3,Scott Askham,Scott Askham,2,1988, United Kingdom,190,185,190,3.03,0.46,3.52,0.52,0.44,0.18,0.65,0.7,0.89,11.16,0.72,0.23,0.05,0.48,0.29,0.23,5,1,6,0,3,0,13,2,4,Chris Dempsey,Chris Dempsey,1,1987, USA,177,185,182,2.25,0.32,2.82,0.65,2.64,0.23,0.16,0,0,5.41,0.65,0.24,0.12,0.78,0.16,0.06,8,4,8,0,3,0,11,4,6,1,1
30/01/2016, USA,8,-9,13,3,Iuri Alcantara,Iuri Alcantara,2,1980, Brazil,175,135,180,2.72,0.45,2.79,0.49,1.44,0.62,0.6,0.8,0.42,9.21,0.63,0.09,0.28,0.65,0.27,0.08,3,6,3,1,12,0,32,6,5,Jimmie Rivera,Jimmie Rivera,1,1989, USA,162,135,172,3.99,0.41,3.61,0.61,0.86,0.29,0.92,0.1,0.42,11.54,0.88,0.1,0.02,0.53,0.22,0.25,4,1,0,0,2,0,18,1,2,6,0
11/04/2015, Poland,6,-2,13,3,Anthony Hamilton,Anthony Hamilton,1,1980, USA,195,260,193,3.91,0.65,3.02,0.45,2.62,0.42,0.78,0,0.24,6.17,0.22,0.37,0.41,0.31,0.61,0.07,8,1,7,0,3,0,13,4,4,Daniel Omielanczuk,Daniel Omielanczuk,2,1982, Poland,182,247,187,3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1,0.28,11.55,0.59,0.32,0.09,0.51,0.28,0.21,6,1,0,0,2,0,16,4,12,3,1
14/02/2015, USA,23,6,13,3,Neil Magny,Neil Magny,1,1987, USA,190,170,203,3.96,0.48,2.15,0.56,2.63,0.45,0.59,0.3,0.11,12.02,0.55,0.19,0.26,0.71,0.18,0.12,1,3,1,3,8,0,13,4,4,Kiichi Kunimoto,Kiichi Kunimoto,1,1981, Japan,177,170,180,1.87,0.44,3.92,0.41,1.59,0.2,0.28,0.3,0,9.26,0.66,0.26,0.08,0.48,0.19,0.33,4,2,5,0,3,1,18,5,5,2,1
3/01/2015, USA,31,8,13,5,Jon Jones,Jon Jones,1,1987, USA,193,205,213,4.3,0.57,2.22,0.64,1.85,0.44,0.95,0.4,0.22,15.28,0.65,0.17,0.18,0.47,0.25,0.29,3,3,1,2,15,1,20,0,9,Daniel Cormier,Daniel Cormier,1,1979, USA,180,205,182,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,0.16,13.02,0.56,0.25,0.19,0.76,0.13,0.11,2,1,3,3,12,0,15,-1,8,3,1
13/12/2014, USA,16,1,13,3,0te Diaz,0te Diaz,2,1985,USA,185,155,193,4.62,0.45,3.78,0.53,1.19,0.3,0.42,1.4,0.18,11.12,0.67,0.24,0.09,0.75,0.16,0.09,1,8,6,2,24,0,18,9,13,Rafael Dos Anjos,Rafael Dos Anjos,2,1984,Brazil,172,155,177,3.47,0.45,3.18,0.62,1.82,0.39,0.58,0.6,0.19,13.54,0.68,0.18,0.14,0.56,0.23,0.21,1,1,6,3,16,1,22,7,4,6,0
4/01/2014, Singapore,18,-1,13,5,Hyun Gyu Lim,Hyun Gyu Lim,1,1985, South Korea,190,170,195,4.45,0.41,5.07,0.51,0.23,1,0.73,0.2,0.93,9.11,0.88,0.05,0.07,0.74,0.16,0.1,1,1,0,0,2,1,12,3,5,Tarec Saffiedine,Tarec Saffiedine,3,1986, Belgium,177,170,177,4.05,0.47,3.06,0.62,0.52,0.36,0.84,0.1,0.47,16.05,0.84,0.15,0.02,0.54,0.17,0.28,3,3,4,3,9,0,14,3,12,6,0
6/12/2013, Australia,18,-2,13,3,Soa Palelei,Soa Palelei,1,1977, Australia,193,265,205,2.47,0.57,2.68,0.48,2.2,0.47,0.66,0,0,8.34,0.31,0.21,0.47,0.75,0.15,0.1,1,8,7,0,3,0,19,3,4,Pat Barry,Pat Barry,1,1979, USA,180,235,187,2.72,0.52,3.54,0.59,0,0,0.76,0.2,1.74,5.46,0.88,0.04,0.08,0.51,0.06,0.43,8,1,8,1,11,1,8,6,6,1,1
6/07/2013, USA,13,2,13,3,Roger Gracie,Roger Gracie,1,1981, Brazil,193,185,200,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,0,15,0.42,0.5,0.08,0.67,0.25,0.08,2,3,8,2,5,0,8,1,6,Tim Kennedy,Tim Kennedy,1,1979, USA,180,185,187,2.78,0.47,1.84,0.62,2.58,0.35,0.7,0.7,0.22,11.34,0.6,0.25,0.16,0.5,0.24,0.27,2,6,3,2,9,0,15,4,6,6,0
15/06/2013, Ca0da,18,6,13,3,Stipe Miocic,Stipe Miocic,1,1982, USA,195,240,203,4.9,0.52,3.75,0.55,1.92,0.34,0.7,0,0.53,10.39,0.68,0.12,0.19,0.76,0.12,0.12,8,1,1,3,4,1,9,1,9,Roy Nelson,Roy Nelson,1,1976, USA,182,263,185,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,0.67,10.4,0.72,0.19,0.09,0.78,0.12,0.1,1,1,1,6,11,1,19,7,2,3,1
25/05/2013, USA,8,5,13,3,Max Holloway,Max Holloway,1,1991, USA,180,146,175,6.47,0.44,4.52,0.61,0.22,0.83,0.83,0.4,0.39,14.08,0.84,0.09,0.07,0.74,0.21,0.05,4,1,3,7,4,0,7,1,5,Dennis Bermudez,Dennis Bermudez,1,1986, USA,167,155,167,4.42,0.46,3.07,0.59,3.89,0.4,0.82,1.1,0.38,11.35,0.53,0.18,0.29,0.67,0.15,0.18,4,2,3,7,4,2,10,3,3,5,0
13/04/2013, USA,7,3,13,3,Travis Browne,Travis Browne,1,1982, USA,200,255,200,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,0.66,8.02,0.62,0.14,0.24,0.6,0.25,0.16,8,2,3,1,6,0,13,1,6,Gabriel Gonzaga,Gabriel Gonzaga,1,1979, Brazil,187,242,193,2.12,0.45,2.94,0.57,2.8,0.39,0.66,1.1,0.76,6.15,0.53,0.15,0.32,0.63,0.14,0.22,2,2,6,8,15,0,14,6,3,1,1
17/11/2012, Ca0da,20,-5,13,3,Cyrille Diabate,Cyrille Diabate,2,1973, France,198,205,205,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,0.77,7.19,0.7,0.09,0.21,0.61,0.26,0.13,3,7,3,7,6,0,18,8,7,Chad Griggs,Chad Griggs,1,1978, USA,185,205,185,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0,0,2.27,1,0,0,0,0.5,0.5,7,1,1,1,4,0,11,2,7,2,1
17/11/2012, Ca0da,13,1,13,3,Pablo Garza,Pablo Garza,1,1983, USA,185,145,185,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,0.31,6.5,0.48,0.12,0.4,0.54,0.28,0.18,6,7,2,1,5,0,11,3,6,Mark Hominick,Mark Hominick,1,1982, Ca0da,172,145,172,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,0.55,9.09,0.83,0.04,0.12,0.76,0.19,0.05,5,8,6,1,12,2,20,11,7,3,1
4/08/2012, USA,17,4,13,3,Josh Grispi,Josh Grispi,1,1988, USA,180,145,187,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,0.28,6.4,0.79,0.06,0.14,0.31,0.21,0.48,8,6,2,2,6,0,14,3,14,Rani Yahya,Rani Yahya,1,1984, Brazil,167,135,170,1.59,0.36,1.74,0.5,2.86,0.32,0.24,2,0,9.35,0.66,0.09,0.25,0.56,0.21,0.23,6,3,6,8,9,0,16,5,12,7,0
11/07/2012, USA,13,-4,13,3,Anthony Njokuani,Anthony Njokuani,1,1980, Nigeria,185,155,190,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,0.6,9.55,0.77,0.16,0.07,0.52,0.27,0.21,3,5,3,6,11,1,15,9,3,Rafael Dos Anjos,Rafael Dos Anjos,2,1984,Brazil,172,155,177,3.47,0.45,3.18,0.62,1.82,0.39,0.58,0.6,0.19,13.54,0.68,0.18,0.14,0.56,0.23,0.21,2,5,1,7,9,0,16,6,2,6,0
5/05/2012, USA,21,-2,13,3,Lavar Johnson,Lavar Johnson,1,1977, USA,193,240,208,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,1.19,6.17,0.4,0.47,0.13,0.7,0.19,0.1,1,7,7,1,6,0,17,8,4,Pat Barry,Pat Barry,1,1979, USA,180,235,187,2.72,0.52,3.54,0.59,0,0,0.76,0.2,1.74,5.46,0.88,0.04,0.08,0.51,0.06,0.43,1,7,8,3,8,1,7,4,4,1,1
5/05/2012, USA,13,2,13,5,0te Diaz,0te Diaz,2,1985,USA,185,155,193,4.62,0.45,3.78,0.53,1.19,0.3,0.42,1.4,0.18,11.12,0.67,0.24,0.09,0.75,0.16,0.09,3,2,6,6,20,2,16,7,5,Jim Miller,Jim Miller,2,1983, USA,172,150,180,2.73,0.4,2.99,0.59,1.69,0.43,0.46,1.9,0.13,9.54,0.68,0.17,0.15,0.59,0.21,0.2,2,6,1,2,12,0,21,2,4,2,1
21/04/2012, USA,18,-5,13,3,Anthony Njokuani,Anthony Njokuani,1,1980, Nigeria,185,155,190,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,0.6,9.55,0.77,0.16,0.07,0.52,0.27,0.21,5,3,6,1,10,1,14,9,4,John Makdessi,John Makdessi,1,1985, Ca0da,172,155,172,5.36,0.51,3.76,0.7,0,0,0.88,0,0.49,11.25,0.93,0.05,0.03,0.53,0.24,0.23,7,1,3,0,3,0,9,1,4,3,1
30/12/2011, USA,13,16,13,3,Alexander Gustafsson,Alexander Gustafsson,1,1987, Sweden,195,205,200,4.02,0.4,3.42,0.51,1.54,0.39,0.83,0.4,0.74,11.26,0.77,0.08,0.15,0.69,0.15,0.16,1,2,2,7,5,0,12,1,4,Vladimir Matyushenko,Vladimir Matyushenko,1,1971, Belarus,182,205,187,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,0.15,8.14,0.49,0.15,0.36,0.74,0.09,0.17,1,1,8,4,12,0,27,6,8,1,1
27/08/2011, Brazil,7,1,13,3,Dan Miller,Dan Miller,1,1981, USA,185,185,187,2.03,0.36,3.06,0.49,1.67,0.54,0.47,1.8,0.2,11.2,0.69,0.14,0.16,0.65,0.21,0.14,6,4,2,6,11,0,13,5,5,Rousimar Palhares,Rousimar Palhares,1,1980, Brazil,172,170,180,1.75,0.51,2.04,0.59,3.93,0.45,0,4.1,0,15,0.67,0.07,0.26,0.71,0.1,0.19,2,8,2,2,12,0,16,6,5,6,0
26/06/2011, USA,21,-4,13,5,Cheick Kongo,Cheick Kongo,1,1975, France,193,240,208,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,0.37,9.05,0.37,0.38,0.25,0.44,0.27,0.29,6,1,7,6,13,0,24,8,8,Pat Barry,Pat Barry,1,1979, USA,180,235,187,2.72,0.52,3.54,0.59,0,0,0.76,0.2,1.74,5.46,0.88,0.04,0.08,0.51,0.06,0.43,3,7,1,7,5,1,6,2,5,1,1
28/05/2011, USA,13,6,13,3,Stefan Struve,Stefan Struve,1,1988, Netherlands,213,265,213,3.13,0.47,4,0.46,0.58,0.5,0.55,1.7,0.26,7.51,0.83,0.05,0.12,0.55,0.21,0.24,1,1,8,3,7,0,25,4,5,Travis Browne,Travis Browne,1,1982, USA,200,255,200,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,0.66,8.02,0.62,0.14,0.24,0.6,0.25,0.16,6,1,0,0,2,0,10,0,7,8,0
3/03/2011, USA,18,1,13,3,David Branch,David Branch,1,1981, USA,185,185,198,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0,0.18,9.09,0.5,0.35,0.15,0.47,0.3,0.23,3,3,8,0,3,0,20,2,3,Rousimar Palhares,Rousimar Palhares,1,1980, Brazil,172,170,180,1.75,0.51,2.04,0.59,3.93,0.45,0,4.1,0,15,0.67,0.07,0.26,0.71,0.1,0.19,8,2,2,3,11,0,15,6,6,7,0
4/12/2010, USA,18,5,13,3,Kendall Grove,Kendall Grove,1,1982, USA,198,185,200,2.31,0.41,2.4,0.54,0.49,0.45,0.56,1.7,0.24,9.28,0.32,0.49,0.19,0.62,0.27,0.11,4,8,2,6,11,1,23,15,5,Demian Maia,Demian Maia,2,1977, Brazil,185,170,182,1.82,0.43,2.03,0.63,2.55,0.26,0.61,1,0.04,12.39,0.49,0.12,0.39,0.79,0.15,0.05,3,6,3,8,9,0,13,2,4,6,0
20/06/2020, USA,13,6,12,3,Shane Burgos,Shane Burgos,1,1991, USA,180,145,190,7.31,0.5,5.81,0.6,0.3,1,0.89,0.1,1.08,11.37,0.86,0.08,0.05,0.7,0.15,0.14,1,4,2,8,7,0,13,1,7,Josh Emmett,Josh Emmett,1,1985, USA,168,145,177,4.32,0.39,4.02,0.63,1.43,0.47,0.5,0.1,1.34,11.13,0.75,0.11,0.14,0.56,0.24,0.21,1,1,8,1,8,1,15,2,11,6,0
2/03/2019, USA,5,5,12,3,Zabit Magomedsharipov,Zabit Magomedsharipov,1,1991, Russia,185,145,185,4.89,0.48,3,0.64,5.22,0.56,0.77,0.8,0,12.32,0.75,0.05,0.2,0.73,0.13,0.15,2,3,2,2,4,3,16,1,6,Jeremy Stephens,Jeremy Stephens,1,1986, USA,173,145,180,3.18,0.4,3.06,0.58,1.16,0.38,0.65,0.4,0.7,11.46,0.73,0.1,0.17,0.59,0.17,0.23,8,1,1,3,29,3,28,14,8,3,1
1/06/2018, USA,15,-2,12,3,Ben Saunders,Ben Saunders,1,1983, USA,187,170,195,3.23,0.5,3.58,0.51,0.2,0.4,0.66,1.3,0.34,7.54,0.59,0.33,0.08,0.53,0.38,0.08,8,8,3,8,14,1,21,9,4,Jake Ellenberger,Jake Ellenberger,1,1985, USA,175,170,180,2.47,0.39,2.83,0.6,2.04,0.47,0.86,0.4,0.98,8.03,0.62,0.2,0.18,0.74,0.17,0.09,8,8,1,6,19,1,31,13,14,1,1
3/03/2018, USA,13,5,12,3,CB Dollaway,CB Dollaway,1,1983, USA,187,186,193,2.65,0.47,2.58,0.54,3.55,0.54,0.62,1.2,0.27,8.15,0.57,0.14,0.3,0.66,0.21,0.13,3,8,6,8,18,0,16,8,8,Hector Lombard,Hector Lombard,2,1978, Cuba,175,170,180,3.02,0.46,3.35,0.53,1.69,0.48,0.77,0.5,0.81,10.51,0.7,0.14,0.16,0.66,0.12,0.22,8,6,8,8,12,0,34,8,6,5,1
28/10/2017, Brazil,7,2,12,3,Marlon Vera,Marlon Vera,3,1992, Ecuador,172,135,177,3.7,0.48,4.05,0.52,0.86,0.42,0.69,1.2,0.49,10.55,0.7,0.15,0.15,0.51,0.25,0.24,2,1,3,6,6,1,10,3,3,John Lineker,John Lineker,1,1990, Brazil,160,136,170,5.36,0.4,4.27,0.56,0.56,0.58,0.67,0.6,1.04,11.33,0.81,0.09,0.11,0.56,0.36,0.09,6,4,1,3,13,1,29,8,10,6,0
22/07/2017, USA,18,-7,12,5,Chris Weidman,Chris Weidman,1,1984, USA,187,185,198,3.03,0.43,3.15,0.52,3.93,0.47,0.65,0.9,0.31,10.32,0.63,0.11,0.26,0.75,0.15,0.1,8,8,8,1,12,1,13,3,3,Kelvin Gastelum,Kelvin Gastelum,2,1991, USA,175,185,180,3.72,0.43,3,0.59,0.87,0.37,0.63,0.1,0.82,11.47,0.78,0.11,0.1,0.7,0.18,0.12,5,1,3,5,11,2,14,2,4,2,1
